;Name;Genre;City;Status
389;Bergenteif;Black/Folk Metal;Santo André, São Paulo;Unknown
390;Beriathon;Melodic Death Metal;Tuparendi, Rio Grande do Sul;Active
391;Berith;Death Metal;São Paulo, São Paulo;Split-up
392;Berkaial;Black Metal;Rio de Janeiro, Rio de Janeiro;Active
393;Berserk;Death Metal;Fortaleza, Ceará;Active
394;Bertran de Born;Drone/Doom/Sludge Metal;Bauru, São Paulo;Active
395;Berzabum;Black Metal;Cachoeirinha, Rio Grande do Sul;Split-up
396;Berzerkers;Thrash Metal;Aracaju, Sergipe;Active
397;Bestial;Black Metal;São José do Rio Preto, São Paulo;Changed name
398;Bestial;Blackened Death/Thrash Metal;Porto Alegre, Rio Grande do Sul;Active
399;Bestial 666;Black Metal;Goiânia, Goiás;Split-up
400;Bestial Atrocity;Black Metal;Piracicaba, São Paulo;Split-up
401;Bestial Ceremony;Death/Black Metal;Manaus, Amazonas;Split-up
402;Bestial Curse;Black/Thrash Metal;Niterói, Rio de Janeiro;Unknown
403;Bestial Lust;Black Metal;Belo Horizonte, Minas Gerais;Split-up
404;Bestial Lust;Death Metal;;Active
405;Bestial Lust;Black Metal;Salto, São Paulo;Split-up
406;Bestial Mölestor;Black/Death Metal;Rio de Janeiro, Rio de Janeiro;Changed name
407;Bestial Nuclear Atrocity;Black/Death Metal;;Active
408;Bestial War;Speed/Thrash Metal;Campo Grande, Mato Grosso do Sul;Split-up
409;Bestial War;Black/Death Metal;Franca, São Paulo;Changed name
410;Bestialgoat;Black/Death Metal;São Cristóvão/Aracaju, Sergipe;Active
411;BestialGoatKult666;Black Metal;Minas Gerais;Active
412;Bestiário;Crossover/Thrash/Stoner Metal;Salvador, Bahia;Unknown
413;Bestymator;Black Metal;Cerquilho, São Paulo;Active
414;Bethesda;Power Metal;Olinda,  Pernambuco;Split-up
415;Betrayal;Thrash Metal;Fortaleza, Ceará;Active
416;Betraydeath;Heavy/Thrash Metal;Curitiba, Paraná;Active
417;Betrayed the Face;Metalcore with Death Metal influences;Aracajú, Sergipe;Active
418;Betrayer;Heavy/Thrash Metal;Belo Horizonte, Minas Gerais;Changed name
419;Betriastellar;Avant-garde/Progressive Metal;Jaraguá do Sul, Santa Catarina;Active
420;Between the Veil;Black Metal;Itabaiana, Sergipe;Split-up
421;Bewild;Stoner/Heavy Metal;Maringá, Paraná;Active
422;Bewitchment;Death/Thrash Metal;Rio Grande da Serra, São Paulo;Active
423;Beyond Chaos;Melodic Death/Black Metal;Osasco, São Paulo;Active
424;Beyond the Evollution;Progressive Metal;Salvador, Bahia;Active
425;Beyond the Grave;Thrash Metal;Itaquaquecetuba, São Paulo;Active
426;Beyond the Mirror;Progressive Metal;São Paulo, São Paulo;Active
427;Beyond the Sanity;Doom/Black Metal;Uberlândia, Minas Gerais;Split-up
428;Beyond the Sky;Progressive Metal;Diadema, São Paulo;Split-up
429;Bhardo;Black Metal;Osasco, São Paulo;Active
430;BHell;Death Metal;Belo Horizonte, Minas Gerais;Active
431;Bíblia Negra;Thrash Metal;Guanabara Bay, Rio de Janeiro;Split-up
432;Biochemical Desolation;Black/Death Metal;São Paulo, São Paulo;Active
433;Biocí­dio;Power/Melodic Death Metal;Arcoverde, Pernambuco;Split-up
434;Biologic Enemy;Thrash/Death Metal;Niterói, Rio de Janeiro;Split-up
435;Biomenace;Thrash/Death Metal;Belo Horizonte, Minas Gerais;Split-up
436;Biomorf;Death Metal;Maringá, Paraná;Active
437;Bipolar Noise;Death Metal;Jacareí, São Paulo;Active
438;Biter;Heavy Metal;Indaiatuba, São Paulo;Active
439;Bittencourt Project;Progressive Metal/Rock;São Paulo, São Paulo;Active
440;Bizarre Angel;Black Metal;Joaçaba, Santa Catarina;On hold
441;Bizzarra;Progressive Metal;Pelotas, Rio Grande do Sul;Split-up
442;Bizzarre Kings;Death/Thrash Metal;Brasília, Distrito Federal;Split-up
443;Black Achemoth;Black Metal;São Paulo, São Paulo;Active
444;Black Aeon;Black Metal;Macapá, Amapá;Active
445;Black Baptism;Black Metal;Palhoça, Santa Catarina;Active
446;Black Baptism;Black Metal;Botucatu, São Paulo;Split-up
447;Black Bitch;Black/Thrash Metal;;Split-up
448;Black Bull Fuzz;Stoner Metal/Rock;Jaú, São Paulo;Active
449;Black Cascade;Atmospheric Black Metal;Salvador, Bahia;Active
450;Black Cave;Heavy/Groove Metal;Petrópolis, Rio de Janeiro;Active
451;Black Celebration;Black Metal;Colatina, Espírito Santo;Active
452;Black Century;Heavy Metal;Natal, Rio Grande do Norte;Split-up
453;Black Cocaine;Raw Black Metal/Noise;;Active
454;Black Communion;Black Metal;Rio de Janeiro, Rio de Janeiro;Split-up
455;Black Cross;Death/Doom Metal;Machado, Minas Gerais;Active
456;Black Cult;Black Metal;Valença, Rio de Janerio;Active
457;Black Dagger;Medieval Black Metal;São Paulo;Active
458;Black Devotion;Black Metal;Recife, Pernambuco;Split-up
459;Black Djamba;Groove/Death Metal/Hardcore;Campinas, São Paulo;Active
460;Black Empire;Black Metal;Contagem, Belo Horizonte, Minas Gerais;Split-up
461;Black Feather Klan;Stoner Metal;Belo Horizonte, Minas Gerais;Active
462;Black Funeral;Black Metal;Avaré, São Paulo;Split-up
463;Black Horseman;Black Metal;São José dos Campos, São Paulo;Split-up
464;Black Invocation;Black Metal;Belo Horizonte, Minas Gerais;Active
465;Black Jack Romeo;Thrash/Heavy Metal;São Luís, Maranhão;Active
466;Black Laguna;Southern/Groove Metal;São Paulo, São Paulo;Active
467;Black Mantra;Stoner/Doom/Gothic Metal;Vitória da Conquista, Bahia;Active
468;Black Mass;Black/Thrash Metal;Belém, Pará;Split-up
469;Black Misanthropy;Black Metal;Colatina, Espírito Santo;Active
470;Black Motor Chimps;Stoner Metal;Belo Horizonte, Minas Gerais;Active
471;Black Nightmare;Black Metal;Brasília, Distrito Federal;Split-up
472;Black Nóia;Stoner/Doom Metal;Penápolis, São Paulo;Active
473;Black Priest;Doom Metal;Niterói, Rio de Janeiro;Active
474;Black Pullet;Black/Doom Metal;Blumenau, Santa Catarina;Active
475;Black Rain;Heavy Metal;Campos de Jordão, São Paulo;Split-up
476;Black Sodomy;Depressive Black Metal;Iracemápolis, São Paulo;Split-up
477;Black South;Black Metal;Macapá, Amapá;Active
478;Black Storm;Death/Black Metal;Itabuna, Bahia;Split-up
479;Black Tears of the Fallen;Epic Doom/Gothic Metal;Rio de Janeiro, Rio de Janeiro;Active
480;Black Thorn;Thrash Metal;São Roque, São Paulo;Active
481;Black Triad;Heavy Metal;Porto Alegre, Rio Grande do Sul;Active
482;Black Valley Forest;Black Metal;Taboão da Serra, São Paulo;Active
483;Black Verses;Progressive Doom/Death Metal;Maceió, Alagoas;On hold
484;Black Vomit;Blackened Thrash Metal;Maceió, Alagoas;Active
485;Black Vomit of Terror;Death/Black Metal;;Split-up
486;Black Vulture;Raw Black Metal/Experimental;Rio de Janeiro, Rio de Janeiro;Active
487;Black War;Black Metal;Taubaté, São Paulo;Active
488;Black Widow;Heavy Metal;Juiz de Fora, Minas Gerais;Active
489;Black Wind;Black Metal;Guarulhos, São Paulo;Split-up
490;Black Winter Night;Black Metal;Rio de Janeiro, Rio de Janeiro;Split-up
491;Black Wisdom;Black Metal;Vespasiano, Minas Gerais;Active
492;Black Witch;Stoner/Doom Metal;Mossoró, Rio Grande do Norte;Active
493;Black Witch Chaos;Black Metal;Vitória, Espírito Santo;Split-up
494;Black Wizard;Heavy/Thrash Metal;Itatiaia, Rio de Janeiro;Active
495;Blackchest;Heavy/Power Metal;Itabuna, Bahia;Active
496;Blackdome;Progressive/Heavy Metal;Sorocaba, São Paulo;Active
497;Blackened;Thrash/Heavy Metal;Curitiba, Paraná;Split-up
498;Blackened Entrails;Blackened Death Metal;São Paulo, São Paulo;Active
499;Blackest Execration;Death Metal;São Luís, Maranhão;Active
500;BlackForce;Death/Thrash Metal;Niterói, Rio de Janeiro;Active
501;Blackgoat Holocaust;Black/Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
502;Blackheart;Black Metal;Paraná;Changed name
503;Blacklayer;Thrash Metal;Salvador, Bahia;Active
504;Blackmass;Black Metal;Curitiba, Paraná;Active
505;Blackness;Black/Death Metal;Salvador, Bahia;Split-up
506;Blackning;Thrash Metal;Santo André, São Paulo;Active
507;Blackoutt X;Heavy/Power Metal;Jaguaquara, Bahia;Unknown
508;Blackpest;Black Metal;João Pessoa, Paraíba;Split-up
509;BlackSkull;Speed/Heavy Metal;Brasília, Distrito Federal;Active
510;BlackSmith;Death Metal;Varginha, Minas Gerais;Active
511;Blackthorny;Black Metal;São Paulo, São Paulo;Active
512;Blackward;Black Metal/Punk;;Active
513;Blair;Heavy Metal;Aracaju, Sergipe;Active
514;Blakk Market;Melodic Death Metal;Florianópolis, Santa Catarina;On hold
515;BlankWar;Thrash Metal;Bragança Paulista, São Paulo;Active
516;Blasfemador;Speed Metal;Fortaleza, Ceará;Active
517;Blasfemador;Black Metal;Alfenas, Minas Gerais;Split-up
518;Blasfemias Ocultas;Black Metal;Juazeiro do Norte, Ceará;Active
519;Blasfemus Profanus;Black Metal;São Paulo, São Paulo;Unknown
520;Blasfernal;Black Metal;Belo Horizonte, Minas Gerais;Active
521;Blasheritsargoat;Black Metal;Santa Luzia, Minas Gerais;Active
522;Blasphemaniac;Black/Thrash Metal;Atibaia, São Paulo;Active
523;Blasphematorium;Heavy/Speed/Black Metal;São Paulo, São Paulo;Active
524;Blasphemer;Death/Thrash Metal;Santo André, São Paulo;Split-up
525;Blasphemic Penetration;Black Metal;Rio de Janeiro, Rio de Janeiro;Active
526;Blasphemical Procreation;Black Metal;Juiz de Fora, Minas Gerais;Active
527;Blasphemicom;Black Metal;São Paulo, São Paulo;Active
528;Blasphemous;Black Metal;;Active
529;Blasphemous Attack;Death/Black Metal;Franca, São Paulo;Changed name
530;Blasphemous Attack;Black Metal;Santa Luzia, Minas Gerais;Active
531;Blasphemous Sexfago;Black/Death Metal;"Erechim, RS/Colatina, ES (early); Erechim, RS/Belém, Pará (later)";Active
532;Blaspherion;Death Metal;Rio de Janeiro, Rio de Janeiro;Split-up
533;Blast Agony;Brutal Death Metal;Recife, Pernambuco;Active
534;Blaster;Death Metal;Aracaju, Sergipe;Active
535;Blaster Pain;Brutal Death Metal;Santo André, São Paulo;Unknown
536;Blasterror;Death Metal;Belford Roxo, Rio de Janeiro;Split-up
537;Blasthrash;Thrash Metal;São Paulo, São Paulo;Active
538;Blasting;Thrash/Death Metal;Porto Alegre, Rio Grande do Sul;Unknown
539;Blazing Corpse;Doom/Death Metal;Paulínia, São Paulo;Active
540;Blazing Dog;Heavy Metal;Brasília, Distrito Federal;Active
541;Blazing Fire;Heavy Metal;Muriaé, Minas Gerais;Active
542;Blazing Harp;Power Metal;Araucária, Paraná;Split-up
543;Bleak Wind;Atmospheric Black Metal;Bom Despacho, Minas Gerais;Active
544;Bleeding;Death Metal;São José do Rio Preto, São Paulo;Split-up
545;Bleeding for My Enemies;Melodic Death Metal/Metalcore;Belo Horizonte, Minas Gerais;Active
546;Bleeding Heart;Melodic Heavy Metal;Timbó, Santa Catarina;Split-up
547;Blenorragia;Black Metal;Juiz de Fora, Minas Gerais;Split-up
548;Blessed;Death Metal;Porto Alegre, Rio Grande do Sul;Split-up
549;Blessed in Fire;Power Metal;Salvador, Bahia;Active
550;Blind Faith;Heavy Metal;Teófilo Otoni, Minas Gerais;Active
551;Blitzkrieg;Raw Black Metal;Mossoró, Rio Grande do Norte;Active
552;Blixten;Heavy Metal;Araraquara, São Paulo;Active
553;Blood 'o Mary;Thrash Metal;Orleans, Santa Catarina;Split-up
554;Blood Corrosion;Melodic Death/Thrash Metal;Camaquã, Rio Grande do Sul;Unknown
555;Blood Emanation;Death/Thrash Metal;;Split-up
556;Blood Evil;Raw Black Metal;São José dos Campos, São Paulo;Split-up
557;Blood Eyes;Heavy/Groove Metal;Lages, Santa Catarina;Split-up
558;Blood Horror;Death Metal;Florianópolis, Santa Catarina;On hold
559;Blood Insanity;Raw Black Metal;;Active
560;Blood Karma Foundation;Death Metal;Porto Alegre, Rio Grande do Sul;Split-up
561;Blood Ocean;Thrash Metal;São Paulo, São Paulo;Active
562;Blood Sorcery;Symphonic Black Metal;Campo Grande, Mato Grosso do Sul;Active
563;Blood Tears;Gothic/Doom Metal;Caxias do Sul, Rio Grande do Sul;Active
564;Blood Trail;Thrash Metal;São Paulo;Active
565;Blood Warrior;Thrash/Death Metal;São Paulo, São Paulo;Split-up
566;Blood Warrior;Thrash Metal;São Paulo, São Paulo;Split-up
567;Bloodbath;Black Metal;São Paulo, São Paulo;Changed name
568;Bloodchamber;Raw Black Metal;São Paulo;Active
569;Blooddawn;Black Metal;Curitiba, Paraná;Active
570;Bloodfire;Heavy Metal;Floriano, Piaui;Active
571;Bloodforge;Gothic/Doom/Heavy Metal;São Paulo, São Paulo;Active
572;Bloodrain;Progressive/Thrash Metal;"Brazil (early); Brazil / United States / United Kingdom (later)";Active
573;Bloodrite;Heavy/Speed Metal;São Paulo, São Paulo;Active
574;Bloodshed;Death/Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
575;Bloodshed;Death Metal;Pará de Minas, Minas Gerais;Active
576;Bloodshield;Death Metal/Grindcore;Bezerros, Pernambuco;Split-up
577;Bloodstained;Death Metal;Cerqueira César, São Paulo;Active
578;Bloodwork;Death Metal;São Leopoldo, Rio Grande do Sul;Active
579;Bloody;Thrash Metal;Hortolândia, São Paulo;Active
580;Bloody Death;Death Metal;Petrolina, Pernambuco;Split-up
581;Bloody Heresy;Death Metal;Valinhos, São Paulo;Active
582;Bloody Lifeless Castle;Black Metal;Duque de Caxias, Rio de Janeiro;Active
583;Bloody Morgue;Death Metal;Porto Alegre, Rio Grande do Sul;Active
584;Bloody Vengeance;Black/Thrash Metal;;Active
585;Bloody Violence;Technical Death Metal;Porto Alegre, Rio Grande do Sul;Active
586;Bloody Vomit;Death Metal;Belo Horizonte, Minas Gerais;Split-up
587;Bloodyline;Symphonic Heavy/Power Metal;;Changed name
588;Bloodythiirsty;"Death Metal (early); Black Metal (later)";Rio de Janeiro, Rio de Janeiro;Changed name
589;Bloodytrap;Death Metal;Pelotas, Rio Grande do Sul;Active
590;Bloomred;Thrash/Death Metal;Paulínia, São Paulo;Unknown
591;Blowpipe;Death/Thrash Metal;Campinas, São Paulo;Active
592;Blüe Barrel;Stoner/Southern Metal;Campinas, São Paulo;Active
593;Blue Etherea;Heavy Metal;São Paulo, São Paulo;Active
594;Blutmärsh;Black Metal;São Paulo;Active
595;Bode Preto;Black Metal;Teresina, Piauí;Active
596;Bode Profanador;Black/Death Metal;"Vigia, Pará (old); São Paulo, São Paulo (New)";Active
597;Bode Samurai;Raw Black Metal;Catanduva, São Paulo;Active
598;Bodhum;Death Metal/Grindcore;Rio de Janeiro, Rio de Janeiro;Active
599;Bogotah;Groove Metal;São Gonçalo, Rio de Janeiro;Active
600;Bohrcurie;Death/Doom Metal;Rio de Janeiro;Unknown
601;Bolor;Goregrind;Taubaté, São Paulo;Active
602;Bolshevism;Death Metal;Belford Roxo, Rio de Janeiro;Split-up
603;Bolsothrone;Black Metal;;Active
604;Bomb Threat;Thrash Metal;São Caetano do Sul, São Paulo;On hold
605;Bomba Nuclear;Heavy/Doom/Progressive Metal;Mauá, São Paulo;Active
606;Bonebeast;Thrash Metal;Presidente Dutra, Maranhão;Active
607;Bonebreaker;Thrash Metal;Recife, Pernambuco;Active
608;Bonecrusher;Thrash Metal;Belo Horizonte, Minas Gerais;Active
609;Bones in Traction;Death Metal/Grindcore;São Paulo, São Paulo;Split-up
610;Bones in Traction;Groove Metal;Mossoró, Rio Grande do Norte;Active
611;Bonesawer;Death Metal/Grindcore;Rio de Janeiro, Rio de Janeiro;Changed name
612;BoneStripper;Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
613;Bonfire Season;Metalcore;São Paulo, São Paulo;Active
614;Bordel Inferno;Stoner Metal/Rock;Rio de Janeiro, Rio de Janeiro;Split-up
615;Boreal Doom;Funeral Doom/Death Metal;Rio de Janeiro, Rio de Janeiro;Unknown
616;Born in Black;Heavy/Doom Metal;;Active
617;Born of Fire;Thrash Metal/Industrial;Carapicuíba, São Paulo;Unknown
618;Born of Sickness;Speed/Black Metal;São Paulo, São Paulo;Active
619;Born Suffer Die;Death Metal;Fortaleza, Ceará;On hold
620;Born to Kill;Thrash Metal;Teutônia, Rio Grande do Sul;Unknown
621;Bortai;Crossover/Thrash Metal/Hardcore;Fortaleza, Ceará;Active
622;Borwolffer;Pagan Metal;Duque de Caxias, Rio de Janeiro;Active
623;Bosque Pagão;Black Metal;Belo Horizonte, Minas Gerais;Unknown
624;Bosque Sombrio;Black Metal;Teresina, Piauí;Split-up
625;Boto não é Golfinho;Death Metal/Grindcore;Londrina, Paraná;Split-up
626;Bounds of Infinity;Death Metal;Valinhos, São Paulo;Active
627;Brain Death;Death/Thrash Metal;Guarulhos, São Paulo;Split-up
628;Brain Explode;Thrash Metal/Crossover;Campina Grande, Paraíba;Split-up
629;Brain in Flames;Thrash Metal;Simões Filho, Bahia;Split-up
630;Braincancer;Death Metal;Alagoinhas, Bahia;Active
631;Braincells;Thrash Metal;Sorocaba, São Paulo;Active
632;Braincrusher;Crossover/Thrash Metal;Rio Claro, São Paulo;On hold
633;Braindeath;Thrash Metal;São Paulo, São Paulo;Split-up
634;Brainscanner;Industrial Sludge Metal;São Paulo, São Paulo;Active
635;Brainstorm;Progressive Power/Thrash Metal;Curitiba, Paraná;Changed name
636;Brainstormy;Progressive/Avant-garde Thrash Metal;Taubaté, São Paulo;Split-up
637;Brainwash;Thrash Metal;São Paulo, São Paulo;Split-up
638;Brakk;Melodic Death Metal;Telêmaco Borba, Paraná;Active
639;Branding;Thrash/Death Metal;Varginha, Minas Gerais;Active
640;Bränn;Black/Heavy Metal;Magé, Rio de Janeiro;Active
641;Brasil Papaya;Heavy Metal/Hard Rock, Folk;Florianópolis, Santa Catarina;Active
642;Brave;Heavy Metal;Belo Horizonte, Minas Gerais;Unknown
643;Brave;Power Metal;Itu, São Paulo;Active
644;Bravecore;Metalcore;São Paulo/Guarulhos, São Paulo;Active
645;Bravery Branded;Heavy Metal;Torres, Rio Grande do Sul;Active
646;Braves Face the Devil;Stoner Metal;Fortaleza, Ceará;Changed name
647;Bravus;Progressive Power Metal;Salvador, Bahia;Unknown
648;Bread Bag;Thrash Metal;Belo Horizonte, Minas Gerais;Active
649;Break the Ice;Death/Thrash Metal;São Paulo, São Paulo;Split-up
650;Breakburst;Heavy/Speed Metal/Punk;Açailândia, Maranhão;Active
651;Breakdown;Thrash Metal;"São Paulo, São Paulo (early); Dublin, Dublin, Ireland (later)";Active
652;Breakneck;Thrash Metal;Guaxupé, Minas Gerais;Unknown
653;Breakout;Heavy Metal;Mauá, São Paulo;Split-up
654;Breeding Fear;Death/Doom Metal;Rio De Janeiro, Rio de Janeiro;On hold
655;Bremoi;Death Metal;Brasilia, Distrito Federal;Active
656;Breno Teixeira Trio;Progressive Metal/Rock;Curitiba, Paraná;Unknown
657;Brietal;Death Metal;Fortaleza, Ceará;Active
658;Briga de Bar;Thrash Metal;Belém, Pará;Active
659;BrightStorm;Symphonic Metal;São José dos Campos, São Paulo;Active
660;Bríi;Atmospheric Black Metal/Ambient/Electronic;Brasília, Distrito Federal;Active
661;Broken & Boned;Groove Metal;Marabá, Pará;Active
662;Broken & Burnt;Groove Metal;Serra, Espírito Santo;Active
663;Broken Death;Crossover/Thrash Metal;Almirante Tamandaré, Paraná;Split-up
664;Broken Spell;Power/Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
665;Brother Against Brother;Melodic Heavy Metal;São Paulo, São Paulo;Active
666;Brotherhood;Power Metal;Franca, São Paulo;Unknown
667;Brothers of Sword;Heavy Metal;;Active
668;Brunno Mariante - Heal or Kill;Heavy Metal/Hard Rock;Campinas, São Paulo;Active
669;Bruno Sutter;Groove/Power Metal;"Petrópolis, Rio de Janeiro (early); São Paulo, São Paulo (later)";Active
670;Brutal;Thrash/Death Metal;Andradina, São Paulo;Active
671;Brutal;Groove/Thrash Metal/Hardcore;São Paulo, São Paulo;Unknown
672;Brutal Abyss;Death Metal;Fortaleza, Ceará;Active
673;Brutal Affliction;Death/Thrash Metal;Osvaldo Cruz, Sao Paulo;Active
674;Brutal Annihilation;Brutal Death Metal/Goregrind;Cuiabá, Mato Grosso;Active
675;Brutal Brain;Thrash Metal;Natal, Rio Grande do Norte;Split-up
676;Brutal Butchery;Death Metal;Florianópolis, Santa Catarina;Split-up
677;Brutal Death;Death Metal;São Carlos, São Paulo;Split-up
678;Brutal Death;Death/Thrash Metal;Rio Branco, Acre;Split-up
679;Brutal Desecration;Death Metal;Uberlândia, Minas Gerais;Split-up
680;Brutal Desire;Melodic Death Metal/Metalcore;Rio de Janeiro;Active
681;Brutal Disruption;Death/Black Metal;Jacareí, São Paulo;Unknown
682;Brutal Distortion;Death/Thrash Metal;Juiz de Fora, Minas Gerais;Split-up
683;Brutal Exuberância;Thrash Metal;Manaus, Amazonas;Active
684;Brutal Factor;Thrash Metal;Bauru, São Paulo;Active
685;Brutal Faith;Groove/Alternative Metal;São Paulo, São Paulo;Unknown
686;Brutal Hate;Thrash Metal;Monte Mor, São Paulo;Split-up
687;Brutal Infection;Death Metal;Bahia;Active
688;Brutal Morticí­nio;Pagan Black Metal;Novo Hamburgo, Rio Grande do Sul;Active
689;Brutal Order;Thrash Metal;Pernambuco;Active
690;Brutal Pestilência;Death/Thrash Metal;Petrolina, Pernambuco;Active
691;Brutal Sacrifice;Death Metal;Araucária, Paraná;Active
692;Brutal Sossego;Death/Thrash Metal;Piracicaba, São Paulo;Split-up
693;Brutal Symphony;Death Metal;São Paulo, São Paulo;Split-up
694;Brutal Verms;Death Metal/Grindcore;Fortaleza, Ceará;Split-up
695;Brutal War;Death/Thrash Metal;Santa Maria da Vitória, Bahia;Active
696;Brutalidade;Death Metal/Grindcore;Carangola, Minas Gerais;Split-up
